00:00,0,0,0,0,0,0,7.69
01:00,0,0,0,0,0,0,7.42
02:00,0,0,0,0,0,0,7.17
03:00,0,0,0,0,0,0,6.93
04:00,0,0,0,0,0,0,6.71
05:00,1.7,0,1.68,5.53,3.88,1.46,6.53
06:00,59.16,15.7,42.47,228.28,157.59,64.61,6.66
07:00,195.07,94.25,98.25,421.41,284.51,123.93,7.59
08:00,338.11,184.69,149.36,518,337.18,164.58,8.68
09:00,475.56,276.51,193.58,594.79,377.6,200.35,9.68
10:00,550.11,315.65,228.2,603.07,362.11,226.06,10.53
11:00,609.29,349.66,252.74,626.34,365.71,247.17,11.23
12:00,627.87,373.41,247.43,636.11,381.26,241.91,11.73
13:00,604.09,354.86,242.43,629.35,377.44,238.03,12.05
14:00,528.23,300.27,221.92,593.15,357.06,220.76,12.22
15:00,444.46,247.89,191.38,576.54,360.09,199.32,12.23
16:00,314.86,167.67,143.36,520.08,339.91,163.74,12.04
17:00,162.05,72,87.84,397.33,267.89,117.55,11.66
18:00,33.61,3.4,29.59,138.06,92.87,41.13,11.07
19:00,0.02,0,0.02,0.01,0,0.01,10.22
20:00,0,0,0,0,0,0,9.47
21:00,0,0,0,0,0,0,8.91
22:00,0,0,0,0,0,0,8.45
23:00,0,0,0,0,0,0,8.08
